ability_id,local_language_id,short_effect,effect
102,9,Protects against [major status ailments]{mechanic:major-status-ailments} during [strong sunlight]{mechanic:strong-sunlight}.,"This Pokémon cannot be given a [major status ailment]{mechanic:major-status-ailment} during [strong sunlight]{mechanic:strong-sunlight}.

This ability does not heal prior status ailments.  []{move:rest} will fail altogether with this ability in effect.  []{move:yawn} will immediately fail if used on this Pokémon during strong sunlight, and an already-used Yawn will fail if the weather turns to strong sunlight in the meantime."
103,5,Empêche le Pokémon d'utiliser son objet tenu pendant le combat.,"Dans les combats, ce Pokémon ne peut pas utiliser son objet tenu, et l'objet n'aura aucun effet passif sur le combat, positif ou négatif. De plus, ce Pokémon ne peut pas utiliser Dégommage.

La réduction de Vitesse causée par la Balle Fer et les objets d'effort (tels que le Bracelet Macho, la Poids Pouvoir, le Poignet Pouvoir, la Ceinture Pouvoir, l'Objectif Pouvoir, le Band Pouvoir et la Chaîne Pouvoir) n'est pas affectée. Les objets qui n'affectent pas directement le combat, comme le Multi Exp, la Pièce Rune ou le Grelot Zen, fonctionnent normalement. Tous les objets tenus fonctionnent normalement en dehors des combats.

Les autres capacités qui utilisent l'objet tenu, comme Don Naturel et Passe-Passe, fonctionnent normalement."
103,6,"Verhindert, dass das Pokémon ein getragenes Item im Kampf einsetzt.","Pokémon mit dieser Fähigkeit können im Kampf keine getragenen Items benutzen und diese haben auch keine passiven Effekte im Kampf, egal ob positiv oder negativ. Das Pokémon kann []{move:fling} nicht einsetzen.

Der []{mechanic:speed} Malus einer []{item:iron-ball} und die EV Items ([]{item:macho-brace}, []{item:power-weight}, []{item:power-bracer}, []{item:power-belt}, []{item:power-lens}, []{item:power-band} und []{item:power-anklet}) sind nicht betroffen. Items die den Kampf nicht direkt beeinflussen, wie der []{item:exp-share}, das []{item:amulet-coin} oder die []{item:soothe-bell}, funktionieren normal. Alle getragenen Items funktionieren normal außerhalb von Kämpfen.

Andere Attacken die getragene Items verwenden, wie z.B. []{move:natural-gift} und []{move:switcheroo}, funktionieren ebenfalls normal."
103,9,Prevents the Pokémon from using its held item in battle.,"In battle, this Pokémon cannot use its held item, nor will the item have any passive effect on the battle, positive or negative.  This Pokémon also cannot use []{move:fling}.

The [Speed]{mechanic:speed} cut from the []{item:iron-ball} and the effort items (the []{item:macho-brace}, []{item:power-weight}, []{item:power-bracer}, []{item:power-belt}, []{item:power-lens}, []{item:power-band}, and []{item:power-anklet}) is unaffected.  Items that do not directly affect the battle, such as the []{item:exp-share}, the []{item:amulet-coin}, or the []{item:soothe-bell}, work as usual.  All held items work as usual out of battle.

Other moves that use the held item, such as []{move:natural-gift} and []{move:switcheroo}, work as usual."
104,5,Ignore les talents des cibles s'ils peuvent gêner ou empêcher une attaque.,"Les capacités de ce Pokémon ignorent complètement les talents qui pourraient gêner ou annuler leur effet sur la cible.

Par exemple, les capacités de ce Pokémon ignorent les talents qui les annuleraient entièrement, tels qu'Absorb Eau; les talents qui empêcheraient tout effet, comme Corps Sain, Coque Armure ou Glue; et les talents qui offrent une protection générale, tels que Simple, Rideau Neige ou Isograisse. Si un talent pourrait soit entraver soit aider les capacités de ce Pokémon, comme Peau Sèche ou Inconscient, le talent est ignoré dans les deux cas.

Les talents n'entrant pas dans cette description, même s'ils peuvent entraver les capacités d'une autre manière, ne sont pas affectés. Par exemple, Corps Maudit n'affecte que les usages futurs potentiels de la capacité, tandis que Suintement et Marque Ombre ne peuvent entraver l'effet d'une capacité sur l'utilisateur. Cette capacité ne peut pas ignorer les changements de type ou de forme accordés par des talents, comme Déguisement ou Météo; ni les effets causés par des talents mais qui ne sont plus liés à un talent, comme la pluie de Crachin. Cette capacité ne peut pas ignorer Multitype du tout.

Un talent ignoré par cette capacité n'est nullifié que pendant l'utilisation de la capacité. Par exemple, les capacités de ce Pokémon peuvent paralyser un Pokémon avec Échauffement, mais Échauffement s'activera et guérira la paralysie immédiatement après, et les Pics de ce Pokémon ne sont pas affectés par cette capacité une fois placés.

Lorsque ce Pokémon entre en combat, tous les dresseurs participants sont informés qu'il possède ce talent.

Cette capacité fonctionne de manière identique à Teravoltage et TurboBrasier."
104,6,"Umgeht die gegnerische Fähigkeit, wenn sie eine Attacke verhindern kann.","Die Attacken von Pokémon mit dieser Fähigkeit ignorieren Fähigkeiten, die die Attacke am Funktionieren hindern oder ihre Effekte beeinflussen.

Beispiel: Die Attacken ignorieren Fähigkeiten die sie komplett verhindern würden, wie []{ability:water-absorb}, Fähigkeiten die einen der Effekte verhindern würden, wie z.B. []{ability:clear-body}, []{ability:shell-armor} oder []{ability:sticky-hold} und Fähigkeiten die einen generellen schützenden Vorteil brächten, wie []{ability:simple}, []{ability:snow-cloak} oder []{ability:thick-fat}. Wenn eine Fähigkeit die Attacke behindern oder ihr helfen würde, wie []{ability:dry-skin} oder []{ability:unaware}, wird sie ebenfalls ignoriert.

Fähigkeiten die dieser Beschreibung nicht entsprechen, selbst wenn sie eine Attacke behindern könnten, werden nicht verhindert. Zum Beispiel beeinflusst []{ability:cursed-body} nur mögliche zukünftige Anwendungen der Attacke, während []{ability:liquid-ooze} und []{ability:shadow-tag} nur den Effekt der Attacke auf den Anwender verhindern. Die Attacke kann keine Typ- oder Form-Änderungen verhindern die durch Fähigkeiten ausgelöst werden, zum Beispiel []{ability:color-change} oder []{ability:forecast}, genauso wie Effekte die von Fähigkeiten verursacht wurden aber nicht mehr an die Fähigkeit gebunden sind, so wie der []{mechanic:rain} von []{ability:drizzle}. Die Fähigkeit kann []{ability:multitype} nicht verhindern.

Eine Fähigkeit die von dieser Fähigkeit ignoriert wird, wird nur überbrückt, während die Attacke eingesetzt wird. Beispiel: Die Attacken von Pokémon mit dieser Fähigkeit können ein Pokémon mit []{ability:limber} [paralysieren]{mechanic:paralysis} aber []{ability:limber} wird sich aktivieren und die Paralyse direkt danach heilen. Außerdem werden die [Stacheln]{move:spikes} dieses Pokémons nicht von dieser Fähigkeit beeinflusst, nachdem sie platziert wurden.

Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, werden alle Trainer über diese Fähigkeit benachrichtigt.

Die Fähigkeit ist identisch mit []{ability:teravolt} und []{ability:turboblaze}."
104,9,Bypasses targets' abilities if they could hinder or prevent a move.,"This Pokémon's moves completely ignore abilities that could hinder or prevent their effect on the target.

For example, this Pokémon's moves ignore abilities that would fully negate them, such as []{ability:water-absorb}; abilities that would prevent any of their effects, such as []{ability:clear-body}, []{ability:shell-armor}, or []{ability:sticky-hold}; and abilities that grant any general protective benefit, such as []{ability:simple}, []{ability:snow-cloak}, or []{ability:thick-fat}.  If an ability could either hinder or help this Pokémon's moves, e.g. []{ability:dry-skin} or []{ability:unaware}, the ability is ignored either way.

Abilities that do not fit this description, even if they could hinder moves in some other way, are not affected.  For example, []{ability:cursed-body} only affects potential future uses of the move, while []{ability:liquid-ooze} and []{ability:shadow-tag} can only hinder a move's effect on the user.  This ablity cannot ignore type or form changes granted by abilities, for example []{ability:color-change} or []{ability:forecast}; nor effects that were caused by abilities but are no longer tied to an ability, such as the rain from []{ability:drizzle}.  This ability cannot ignore []{ability:multitype} at all.

An ability ignored by this ability is only nullified while the move is being used.  For example, this Pokémon's moves can [paralyze]{mechanic:paralysis} a Pokémon with []{ability:limber}, but Limber will activate and heal the paralysis immediately thereafter, and this Pokémon's []{move:spikes} are not affected by this ability after they have been placed.

When this Pokémon enters battle, all participating trainers are notified that it has this ability.

This ability functions identically to []{ability:teravolt} and []{ability:turboblaze}."
105,5,Augmente d'un niveau le taux de coups critiques des capacités.,Les attaques de ce Pokémon ont un taux de coups critiques supérieur d'un niveau à la normale.
105,6,Erhöht die [kritische Treffer]{mechanic:critical-hit}rate um 1 Stufe.,Die [kritische Treffer]{mechanic:critical-hit}rate von Attacken von Pokémon mit dieser Fähigkeit sind eine Stufe höher als normal.
105,9,Raises moves' [critical hit]{mechanic:critical-hit} rates one stage.,This Pokémon's moves have [critical hit]{mechanic:critical-hit} rates one stage higher than normal.
106,5,Inflige des dégâts à l'attaquant équivalents à 1/4 de ses PV max lorsqu'il est mis K.O. par une attaque de contact.,"Lorsque ce Pokémon est mis K.O. par une attaque directe, l'utilisateur de l'attaque subit des dégâts équivalents à 1/4 de ses PV maximum."
106,6,"Schadet dem Angreifer mit 1/4 seiner max []{mechanic:hp}, wenn das Pokémon von einer Attacke mit Kontakt besiegt wird.","Wenn ein Pokémon mit dieser Fähigkeit von einer Attacke mit Kontakt besiegt wird, erleidet der Anwender 1/4 seiner maximalen []{mechanic:hp} Schaden."
106,9,Damages the attacker for 1/4 its max [HP]{mechanic:hp} when knocked out by a contact move.,"When this Pokémon is knocked out by a move that makes contact, the move's user takes 1/4 its maximum [HP]{mechanic:hp} in damage."
107,5,"Avertit tous les dresseurs en début de combat si un adversaire possède une attaque super efficace, destruction, explosion ou une attaque KO en un coup.","""Lorsque ce Pokémon entre en combat, si l'un de ses adversaires possède une attaque qui est super efficace contre lui, autodétruction, explosion, ou une attaque qui met K.O. en un coup, tous les dresseurs participants en sont informés.

L'attaque en elle-même n'est pas révélée ; seule l'existence d'une telle attaque est indiquée. Les attaques qui infligent des dégâts sans type, comme prescience, et les attaques à type variable, comme puissance cachée, comptent selon leur type indiqué. riposte, fulmifer, voile miroir et les attaques qui mettent K.O. en un coup auxquelles ce Pokémon est immunisé ne déclenchent pas cette capacité."""
107,6,"Benachrichtigt alle Trainer im Kampf, wenn ein Gegner eine [sehr effektive]{mechanic:super-effective} Attacke, []{move:self-destruct}, []{move:explosion} oder eine K.O.Attacke hat.","Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt und ein Gegner eine Attacke hat die []{mechanic:super-effective} gegen das Pokémon ist, []{move:self-destruct}, []{move:explosion} oder eine K.O.-Attacke hat, werden alle Trainer darüber benachrichtigt.

Die Attacke selbst wird nicht angekündigt, nur ihre Anwesenheit. Attacken die [typenlosen Schaden]{mechanic:typeless-damage} verursachen, wie []{move:future-sight} und Attacken mit variablen Typ, wie []{move:hidden-power}, werden nach ihrem angezeigten Typ gezählt. []{move:counter}, []{move:metal-burst}, []{move:mirror-coat} und K.O.-Attacken gegen die das Pokémon immun ist werden nicht gezählt."
107,9,"Notifies all trainers upon entering battle if an opponent has a [super-effective]{mechanic:super-effective} move, []{move:self-destruct}, []{move:explosion}, or a one-hit KO move.","When this Pokémon enters battle, if one of its opponents has a move that is [super effective]{mechanic:super-effective} against it, []{move:self-destruct}, []{move:explosion}, or a one-hit knockout move, all participating trainers are notified.

The move itself is not revealed; only that there is such a move.  Moves that inflict [typeless damage]{mechanic:typeless-damage}, such as []{move:future-sight}, and moves of variable type, such as []{move:hidden-power}, count as their listed types.  []{move:counter}, []{move:metal-burst}, []{move:mirror-coat}, and one-hit KO moves to which this Pokémon is immune do not trigger this ability."
108,5,Révèle la capacité la plus puissante de l'adversaire en entrant dans le combat.,"Lorsque ce Pokémon entre en combat, il révèle l'attaque avec la puissance de base la plus élevée connue par n'importe quel Pokémon adverse à tous les dresseurs participants.

En cas d'égalité, une attaque est choisie au hasard.

Les attaques sans puissance de base indiquée reçoivent une valeur assignée comme suit :

Puissance | Attaques
--------- | ---------
    160  | Attaques KO en un coup : Abîme, Guillotine, Empal’Korne et Glaciation
    120  | Attaques de contre : Riposte, Fulmiplume et Voile Miroir
     80  | Attaques de puissance variable ou de dégâts fixes : Force Poigne, Draco-Rage, Boule Élek, Effort, Sacrifice, Fléau, Frustration, Nœud Herbe, Gyroballe, Tacle Feu, Tacle Lourd, Puissance Cachée, Balayage, Don Naturel, Ombre Nocturne, Vague Psy, Retour, Contre, Frappe Atlas, Coup Supersonique, Dernier Recours et Étreinte
      0  | Toute autre attaque non répertoriée"
108,6,Enthüllt die Stärkste Attacke des Gegners beim Betreten des Kampfes.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird die Attacke mit der höchsten Basisstärke eines der Gegner an alle Trainer angekündigt.

Wenn es mehrere gleichstarke Attacken gibt, wird eine zufällige gewählt.

Attacken ohne angezeigt Basisstärke werden wie folgt behandelt:

Stärke | Attacken
 ----: | -----
   160 | K.O.-Attacken: []{move:fissure}, []{move:guillotine}, []{move:horn-drill} und []{move:sheer-cold}
   120 | Konter-Attacken: []{move:counter}, []{move:metal-burst} und []{move:mirror-coat}
    80 | Variable Stärke oder fester Schaden: []{move:crush-grip}, []{move:dragon-rage}, []{move:electro-ball}, []{move:endeavor}, []{move:final-gambit}, []{move:flail}, []{move:frustration}, []{move:grass-knot}, []{move:gyro-ball}, []{move:heat-crash}, []{move:heavy-slam}, []{move:hidden-power}, []{move:low-kick}, []{move:natural-gift}, []{move:night-shade}, []{move:psywave}, []{move:return}, []{move:reversal}, []{move:seismic-toss}, []{move:sonic-boom}, []{move:trump-card} und []{move:wring-out}
     0 | Jede andere Attacke
"
108,9,Reveals the opponents' strongest move upon entering battle.,"When this Pokémon enters battle, it reveals the move with the highest base power known by any opposing Pokémon to all participating trainers.

In the event of a tie, one is chosen at random.

Moves without a listed base power are assigned one as follows:

Power | Moves
----: | -----
  160 | One-hit KO moves: []{move:fissure}, []{move:guillotine}, []{move:horn-drill}, and []{move:sheer-cold}
  120 | Counter moves: []{move:counter}, []{move:metal-burst}, and []{move:mirror-coat}
   80 | Variable power or set damage: []{move:crush-grip}, []{move:dragon-rage}, []{move:electro-ball}, []{move:endeavor}, []{move:final-gambit}, []{move:flail}, []{move:frustration}, []{move:grass-knot}, []{move:gyro-ball}, []{move:heat-crash}, []{move:heavy-slam}, []{move:hidden-power}, []{move:low-kick}, []{move:natural-gift}, []{move:night-shade}, []{move:psywave}, []{move:return}, []{move:reversal}, []{move:seismic-toss}, []{move:sonic-boom}, []{move:trump-card}, and []{move:wring-out}
    0 | Any such move not listed
"
109,5,Ignore les modifications de statistiques des autres Pokémon lors du calcul des dégâts et de la précision.,"Ce Pokémon ignore les modifications de stats des autres Pokémon pour le calcul des dégâts et de la précision.

En effet, cela affecte les modificateurs de chaque stat sauf la Vitesse.

La puissance de Punition et de Force Ajoutée est calculée normalement. Lorsque ce Pokémon se blesse lui-même à cause de la confusion, ses modificateurs de stats affectent les dégâts normalement."
109,6,Ignoriert die []{mechanic:stat-modifier} der Pokémon bei der Schadens- und [Genauigkeitsberechnung]{mechanic:accuracy}.,"Pokémon mit dieser Fähigkeit ignorieren die []{mechanic:stat-modifier} der Gegner bei der Berechnung des Schadens und der []{mechanic:accuracy}.

Dies beeinflusst effektiv alle Änderungen der Statuswerte außer []{mechanic:speed}.

Die Stärke von []{move:punishment} und []{move:stored-power} wird normal berechnet. Wenn sich das Pokémon wegen []{mechanic:confusion} selbst verletzt, beeinflussen die []{mechanic:stat-modifier} den Schaden wie sonst auch."
109,9,Ignores other Pokémon's stat modifiers for damage and accuracy calculation.,"This Pokémon ignores other Pokémon's [stat modifiers]{mechanic:stat-modifiers} for the purposes of damage and accuracy calculation.

Effectively, this affects modifiers of every stat except [Speed]{mechanic:speed}.

The power of []{move:punishment} and []{move:stored-power} is calculated as usual.  When this Pokémon hurts itself in [confusion]{mechanic:confusion}, its stat modifiers affect damage as usual."
110,5,"Double les dégâts infligés avec des attaques ""peu efficaces"".",Ce Pokémon inflige deux fois plus de dégâts avec des attaques qui ne sont pas très efficaces contre la cible.
110,6,Verdoppelt den durch [nicht sehr effektiven]{mechanic:not-very-effective} Attacken verursachten Schaden.,Pokémon mit dieser Fähigkeit verdoppeln den Schaden von Attacken die []{mechanic:not-very-effective} gegen das Ziel sind.
110,9,Doubles damage inflicted with [not-very-effective]{mechanic:not-very-effective} moves.,This Pokémon deals twice as much damage with moves that are [not very effective]{mechanic:not-very-effective} against the target.
111,5,Réduit les dégâts des attaques super efficaces de 1/4.,"Ce Pokémon subit 0.75× les dégâts des attaques super efficaces contre lui.

Cette capacité fonctionne de manière identique à Solide Roc."
111,6,Reduziert den durch [sehr effektive]{mechanic:super-effective} Attacken verursachten Schaden um 1/4.,"Pokémon mit dieser Fähigkeit erleiden nur 75% des Schadens, der durch Attacken die []{mechanic:super-effective} sind verursacht wurde.

Die Fähigkeit ist identisch mit []{ability:solid-rock}."
111,9,Decreases damage taken from [super-effective]{mechanic:super-effective} moves by 1/4.,"This Pokémon takes 0.75× as much damage from moves that are [super effective]{mechanic:super-effective} against it.

This ability functions identically to []{ability:solid-rock}."
112,5,Réduit l'Attaque et la Vitesse de moitié pendant cinq tours dès l'entrée en combat.,"L'Attaque et la Vitesse de ce Pokémon sont réduites de moitié pendant cinq tours après son entrée en combat. Cette capacité prend également effet si elle est acquise en cours de combat. Si ce Pokémon perd sa capacité avant la fin des cinq tours, son Attaque et sa Vitesse reviennent à la normale ; s'il retrouve ensuite cette capacité sans quitter le combat, son Attaque et sa Vitesse sont à nouveau réduites de moitié, mais le compteur continue là où il s'était arrêté."
112,6,Halbiert den []{mechanic:attack} und die []{mechanic:speed} 5 Runden lang nach Betreten des Kampfes.,"Der []{mechanic:attack} und die []{mechanic:speed} von Pokémon mit dieser Fähigkeit werden 5 Runden nach Betreten des Kampfes halbiert.

Die Fähigkeit wirkt auch, wenn sie während des Kampfes erlangt wird. Wenn das Pokémon die Fähigkeit nach Beginn des Kampfes verliert, werden sein []{mechanic:attack} und seine []{mechanic:speed} wieder normal, wenn es die Fähigkeit dann wieder erlangt, werden []{mechanic:attack} und []{mechanic:speed} wieder halbiert, aber der Zähler wird nicht zurückgesetzt."
112,9,Halves [Attack]{mechanic:attack} and [Speed]{mechanic:speed} for five turns upon entering battle.,"This Pokémon's [Attack]{mechanic:attack} and [Speed]{mechanic:speed} are halved for five turns upon entering battle.

This ability also takes effect when acquired during battle.  If this Pokémon loses its ability before the five turns are up, its Attack and Speed return to normal; if it then regains this ability without leaving battle, its Attack and Speed are halved again, but the counter keeps counting from where it was."
113,5,Permet aux attaques de type Normal et Combat du Pokémon de toucher les Pokémon de type Spectre.,"Ce Pokémon ignore l'immunité des Pokémon de type Spectre aux capacités de type Normal et Combat.

Les autres types des Pokémon Spectre affectent les dégâts comme d'habitude."
113,6,Lässt die []{type:normal} und []{type:fighting} Attacken des Pokémons []{type:ghost} Pokémon treffen.,"Pokémon mit dieser Fähigkeit ignorieren die Immunität von []{type:ghost} Pokémon gegen []{type:normal} und []{type:fighting} Attacken.

Der zweite Typ des []{type:ghost} Pokémons beeinflusst den Schaden wie sonst auch."
113,9,Lets the Pokémon's []{type:normal} and []{type:fighting} moves hit []{type:ghost} Pokémon.,"This Pokémon ignores []{type:ghost}-type Pokémon's immunity to []{type:normal}- and []{type:fighting}-type moves.

Ghost Pokémon's other types affect damage as usual."
114,5,"Redirige les attaques Eau à cible unique vers ce Pokémon si possible. Absorbe les attaques Eau, augmentant l'Attaque Spéciale d'un niveau.","Tous les autres mouvements de type Eau à cible unique des Pokémon adverses sont redirigés vers ce Pokémon, s'il est une cible éligible. Les mouvements de type Eau des autres Pokémon augmentent l'Attaque Spéciale de ce Pokémon d'un niveau, annulant tout autre effet sur lui, et ne peuvent pas le rater.

Si la cible prévue du mouvement possède également cette capacité, le mouvement n'est pas redirigé. Lorsque plusieurs Pokémon avec cette capacité sont des cibles possibles pour la redirection, le mouvement est redirigé vers celui ayant la statistique de Vitesse la plus élevée ou, en cas d'égalité, vers un des Pokémon égaux de manière aléatoire. L'attaque ""Par Ici"" prend priorité sur cette capacité."
114,6,Leitet []{type:water} Attacken auf dieses Pokémon um. Absorbiert []{type:water} Attacken und erhöht den []{mechanic:special-attack} um 1 [Stufe]{mechanic:stat-modifier}.,"Alle []{type:water} Attacken von anderen Pokémon mit nur einem Ziel werden auf das Pokémon mit dieser Fähigkeit umgeleitet, wenn es ein mögliches Ziel ist. []{type:water} die dieses Pokémon treffen erhöhen seinen []{mechanic:special-attack} um eine [Stufe]{mechanic:stat-modifier}, wobei jeder andere Effekt entfernt wird. Die Attacke kann außerdem nicht daneben gehen.

Wenn das eigentliche Ziel der Attacke die Fähigkeit ebenfalls hat, wird die Attacke nicht umgeleitet. Wenn mehrere Pokémon mit dieser Fähigkeit mögliche Ziele sind, wird die Attacke zu dem mit der höchsten []{mechanic:speed}, oder, bei Gleichstand, zu einem zufälligen Pokémon umgeleitet. []{move:follow-me} erhält vor dieser Fähigkeit den Vorzug."
114,9,"Redirects single-target []{type:water} moves to this Pokémon where possible.  Absorbs Water moves, raising [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}.","All other Pokémon's single-target []{type:water}-type moves are redirected to this Pokémon, if it is an eligible target.  Other Pokémon's Water moves raise this Pokémon's [Special Attack]{mechanic:special-attack} one [stage]{mechanic:stat-modifier}, negating any other effect on it, and cannot miss it.

If the move's intended target also has this ability, the move is not redirected.  When multiple Pokémon with this ability are possible targets for redirection, the move is redirected to the one with the highest [Speed]{mechanic:speed} stat, or, in the case of a tie, to a random tied Pokémon.  []{move:follow-me} takes precedence over this ability."
115,5,Régénère 1/16 des PV max à chaque tour pendant la grêle. Protège contre les dégâts de grêle.,"Ce Pokémon récupère 1/16 de ses PV max à chaque tour sous la grêle, et il ne subit pas de dégâts de grêle quel que soit son type."
115,6,Heilt jede Runde 1/16 der max []{mechanic:hp} wenn es [hagelt]{mechanic:hail}. Schützt vor Schäden durch []{mechanic:hail}.,Pokémon mit dieser Fähigkeit heilen am Ende jeder Runde 1/16 ihrer maximalen [HP]{mechanic:hp} wenn es [hagelt]{mechanic:hail} und sie nehmen durch []{mechanic:hail} keinen Schaden unabhängig von ihrem Typ.
115,9,Heals for 1/16 max [HP]{mechanic:hp} after each turn during hail.  Protects against hail damage.,"This Pokémon heals for 1/16 of its maximum [HP]{mechanic:hp} after each turn during [hail]{mechanic:hail}, and it does not take hail damage regardless of type."
116,5,Réduit les dégâts des attaques super efficaces de 25 %.,"Ce Pokémon subit 0,75× des dégâts des capacités qui sont super efficaces contre lui.

Cette capacité fonctionne de manière identique à Filtre."
116,6,Reduziert den durch [sehr effektive]{mechanic:super-effective} Attacken verursachten Schaden um 1/4.,"Pokémon mit dieser Fähigkeit erleiden nur 75% des Schadens, der durch Attacken die []{mechanic:super-effective} sind verursacht wurde.

Die Fähigkeit ist identisch mit []{ability:filter}."
116,9,Decreases damage taken from [super-effective]{mechanic:super-effective} moves by 1/4.,"This Pokémon takes 0.75× as much damage from moves that are [super effective]{mechanic:super-effective} against it.

This ability functions identically to []{ability:filter}."
117,5,Invoque une grêle qui dure indéfiniment en entrant en combat.,"Le temps passe à la grêle lorsque ce Pokémon entre en combat et ne se termine que s'il est annulé par une autre condition météorologique.

Si plusieurs Pokémon avec ce talent, ainsi que ceux avec les talents Crachin, Sécheresse ou Sable Volant sont envoyés en même temps, les talents s'activeront dans l'ordre de Vitesse, en respectant la Distorsion. Chaque talent annulera la météo précédente, et seule la météo invoquée par le Pokémon le plus lent persistera."
117,6,Ändert beim Betreten des Kampfes das []{mechanic:weather} in []{mechanic:hail}.,"Das []{mechanic:weather} ändert sich zu []{mechanic:hail}, wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt. Dieser Effekt ist dauerhaft bis das []{mechanic:weather} geändert wird.

Wenn mehrere Pokémon mit dieser Fähigkeit, []{ability:drizzle}, []{ability:drought} oder []{ability:sand-stream} zur selben Zeit den Kampf betreten, werden die Fähigkeiten nach Reihenfolge der []{mechanic:speed} der Pokémon ausgelöst, unter Berücksichtigung von []{move:trick-room}."
117,9,Summons [hail]{mechanic:hail} that lasts indefinitely upon entering battle.,"The [weather]{mechanic:weather} changes to [hail]{mechanic:hail} when this Pokémon enters battle and does not end unless cancelled by another weather condition.

If multiple Pokémon with this ability, []{ability:drizzle}, []{ability:drought}, or []{ability:sand-stream} are sent out at the same time, the abilities will activate in order of [Speed]{mechanic:speed}, respecting []{move:trick-room}.  Each ability's weather will cancel the previous weather, and only the weather summoned by the slowest of the Pokémon will stay."
118,5,Le Pokémon peut ramasser du miel après le combat.,"Ce Pokémon a une chance de ramasser du miel après chaque combat. Cette chance commence à 5 % et augmente de 5 % tous les dix niveaux : 5 % du niveau 1 à 10, 10 % du niveau 11 à 20, et ainsi de suite, jusqu'à 50 % du niveau 91 à 100.

Cette capacité est vérifiée à la fin du combat, une fois que tous les changements temporaires de capacités ont disparu."
118,6,Das Pokémon hebt nach dem Kampf gelegentlich []{item:honey} auf.,"Pokémon mit dieser Fähigkeit haben eine Chance nach dem Kampf []{item:honey} aufzuheben. Die Chance startet bei 5% und steigt um weitete 5% mit jedem 10. Level: 5% bei Level 1–10, 10% bei 11–20 und so weiter, bis zu 50% bei 91–100.

Die Fähigkeit wird überprüft wenn der Kampf endet, wenn temporäre Fähigkeiten wieder weg sind."
118,9,The Pokémon may pick up []{item:honey} after battle.,"This Pokémon has a chance of picking up []{item:honey} after each battle.  This chance starts at 5% and rises another 5% after every tenth level: 5% from level 1–10, 10% from 11–20, and so on, up to 50% from 91–100.

This ability is checked after the battle ends, at which point any temporary ability changes have worn off."
119,5,Révèle l'objet tenu par l'adversaire en entrant dans le combat.,"Lorsque ce Pokémon entre en combat, il révèle l'objet tenu par l'un des Pokémon adverses à tous les dresseurs participants. Dans un combat en double, si un adversaire a un objet, ce Pokémon examinera cet adversaire ; si les deux ont un objet, il en examinera un au hasard."
119,6,Enthüllt bei Kampfantritt das getragene Item des Gegners.,"Wenn ein Pokémon mit dieser Fähigkeit den Kampf betritt, wird allen Trainern mitgeteilt, welches Item der Gegner hält.

Wenn bei Mehrfachkämpfen ein Gegner ein Item hält, wird dieses angezeigt, wenn mehr ein Item halten wird ein zufälliges angekündigt."
119,9,Reveals an opponent's held item upon entering battle.,"When this Pokémon enters battle, it reveals an opposing Pokémon's held item to all participating trainers.

In a double battle, if one opponent has an item, this Pokémon will Frisk that Pokémon; if both have an item, it will Frisk one at random."
120,5,"Renforce les attaques avec recul à 1,2× de leur puissance.","Les attaques de recul et les attaques de chute de ce Pokémon ont une puissance de base multipliée par 1,2.

L'attaque Lutte n'est pas affectée.

Les « attaques de chute » sont les attaques qui infligent des dégâts à l'utilisateur en cas d'échec : Pied Sauté et Pied Voltige."
120,6,Verstärkt Rückstoßattacken um 20%.,"Rückstoß- und Crashattacken von Pokémon mit dieser Fähigkeit haben 1,2× so viel Basisstärke wie sonst.

[]{move:struggle} ist davon nicht betroffen.

""Crashattacken"" sind solche, die dem Anwender schaden wenn sie fehlschlagen wie []{move:jump-kick} und []{move:high-jump-kick}."
120,9,Strengthens recoil moves to 1.2× their power.,"This Pokémon's recoil moves and crash moves have 1.2× their base power.

[]{move:struggle} is unaffected.

The ""crash moves"" are the moves that damage the user upon missing: []{move:jump-kick} and []{move:high-jump-kick}."
121,5,Change le type et la forme d'Arceus pour correspondre à la Plaque qu'il tient.,"Si ce Pokémon tient une Plaque élémentaire, son type et sa forme changent pour correspondre à la Plaque tenue.

L'objet tenu par ce Pokémon, qu'il s'agisse d'une Plaque ou non, ne peut être pris par Flatterie ou Larcin, ni retiré par Sabotage, ni échangé par Passe-Passe ou Tourmagik. Flatterie, Larcin et Sabotage infligeront tout de même des dégâts à ce Pokémon. Contrairement à Glue, ce Pokémon ne peut pas utiliser Dégommage, Passe-Passe, ou Tourmagik pour perdre son objet lui-même, ni obtenir un objet par Passe-Passe ou Tourmagik s'il n'en a pas.

Cette capacité n'a aucun effet pour un Pokémon autre qu'Arceus. Cette capacité ne peut pas être échangée avec Échange, ni copiée avec Imitation ou Calque, ni désactivée avec Acide Gastrique, ni changée avec Trouble-Jeu. Ce Pokémon ne peut pas utiliser Échange ou Imitation pour perdre lui-même sa capacité. Brise-Moule ne peut pas ignorer cette capacité.

Si un Pokémon se transforme en Arceus avec cette capacité, il se transformera en la forme par défaut d'Arceus, de type Normal. Si le Pokémon transformé tient une Plaque, cette capacité s'activera alors et changera le Pokémon en la forme correspondante."
